sentence,label
i dated a guy that was very thick and it almost didnt work,1
there he was arrested on september  at a motel room for allegedly listening to a police scanner and relaying information on twitter to help protesters avoid heavilyarmed cops  an activity the state department lauded when it happened in iran,2
still emanuel said theres far from a consensus in the field,1
but really they just paid a bunch of girls to scream,1
the empire of the sun controlled both air and sea and only a precious few allied planes and ships remained intheater skulking through the night fog like pirates to avoid capture and running on little more than spit and baling wire,1
i prefer braids because relaxers are too strong for my hair,1
it is kiddie love,1
if all district administrators must go through the school board attorney the public will be assured the funds shown in the chart above are well  spent,2
satan tempting jesus in the desert,1
ares ix is the test vehicle for the ares i which is part of the constellation program to return men to the moon and beyond,2
